1.70859-0.9609022i,-0.2991113+0.3385714i,-0.489412-0.1386235i,0.7895491-0.1909903i,0.0785447-0.5014473i,-0.3672467+0.4051203i,0.2334305+0.182245i,0.7689576-1.356772i,0.03261088-0.5161191i,-0.5455257+0.9429443i,-0.8565398+0.5588008i,-0.07901619-0.3408326i,0.02360399+0.093325i,-0.890268-0.6467369i,0.01646345-0.4880281i,-0.1050198+0.01732844i,0.5484874+0.501688i,0.6044248+0.4837362i,0.8144503-1.61173i,1.625099-0.5461827i,1.247844-0.6165357i,-0.2898713-0.4687683i,0.1140206-0.7827427i,0.2394115+1.429866i,-0.1882392-0.301031i,0.5219837-1.015442i,0.3527403+0.5975325i,-0.3347555-0.1582999i,0.4408599+0.6866343i,-0.6116174-0.02617268i,0.6123832+0.0986253i,0.01887495+1.233188i,-0.7243085-0.7766409i,0.01087217-1.031084i,-0.03868763+1.619638i,-0.1972319+1.1768i,0.003925896+0.419679i,0.3353598+1.42884i,0.3285826-0.1724518i,-0.2858009+0.721852i,1.588079-0.1259601i,1.150907+0.1586512i,-0.5920402-0.3589339i,0.9265469-0.02073838i,0.4290984-0.3591695i,-0.7759047-0.7598888i,-0.2321697-0.272587i,-0.31621+0.1311589i,1.166368+0.3372694i,0.2063598-0.1525864i,-0.8254427-0.7001003i,0.2784699-0.06004575i,-0.09796523-0.2336942i,-0.1257531+0.3023419i,0.2309785-0.0009755277i,0.2220519+0.3308682i,-0.2126923-0.3039498i,-0.6732203-0.2190676i,1.445537+1.009369i,1.79978-0.4041594i,-0.003189957+1.164631i,-0.2801307+0.1919477i,0.1916384-0.8495442i,0.732892-1.311462i
-1.46972-1.159796i,0.7311572+0.5515157i,0.5906249+0.04393605i,-0.3907506-0.070157i,0.04958522+0.3048467i,-0.2910689-0.7730471i,0.341208+0.168022i,0.01378053+0.644727i,1.45847-0.1935905i,-0.1699032-0.370259i,-0.5598696+0.3320773i,-1.430065+0.3449706i,-0.3886235+0.4354026i,1.808013-0.6571648i,0.6188732-0.5702513i,0.592921-0.2831362i,0.04408992+0.3535955i,1.276742-0.7508097i,-0.2594476-0.1582953i,1.642281-0.2521391i,0.6863148-0.4773083i,0.264426+0.07467379i,0.7996341+0.1321266i,-1.035081+0.259963i,-0.4264867-0.28773i,0.7766423-0.6734846i,0.592721+0.3767268i,-0.003043571+0.4524881i,0.8908217-1.044024i,0.385776+1.707539i,0.5410791+0.1877234i,1.336708+0.2256454i,0.3687655-0.1471276i,0.3612009+0.9536339i,-0.9755659-0.3779895i,-0.926824+1.115541i,0.6100355-0.1062229i,-0.83675+0.232723i,0.2366891-1.218626i,0.07443663+0.1017547i,0.9524853-0.3588981i,0.4093882-0.07755891i,0.2795753-0.5672224i,-0.08900905+0.1676552i,-0.1078232+0.2210071i,0.8232898-0.4617846i,-0.3011698+0.1262389i,-0.2668399+0.3985745i,-0.1319815-0.1628235i,-0.09067971-0.1787161i,-0.09247459-0.2382044i,-0.5655313-0.08333609i,0.3953806+1.784197i,0.5505018+0.2938713i,0.8593526-1.15462i,-0.6219919-1.98931i,0.003079342-0.8915817i,-0.7750052-0.1186603i,-1.106172+0.7999114i,0.9095106+0.3883184i,0.310991+0.01963117i,1.14336+0.5048409i,0.5487289+0.450413i,0.6359329+0.1242345i
0.6827464+0.4812995i,-1.156479+0.191292i,0.65781-0.6015562i,-0.3262643-0.01629558i,0.4585484+0.4404653i,-0.4004117+0.7393389i,-0.7168667+1.138219i,-0.479319+0.5861422i,-0.8519974+0.0821782i,-2.001747-0.2853708i,-0.06743366-0.8553833i,0.8494003-0.5042037i,-0.4222215+1.062111i,0.4301325-0.2822947i,0.6540102-0.4456969i,-0.7573792-0.442439i,0.8748891-0.8248764i,-1.217141+0.107509i,-0.01419444-0.3426811i,-0.4156885+0.2889753i,0.1443351+0.4111429i,0.07347704+0.9277878i,0.4030203-0.03171396i,0.3743934-0.6736687i,-1.033002-0.264959i,-0.4762371-0.3109768i,-0.1992721-0.5410805i,-0.4083122+0.9530155i,-0.4536278-0.3676928i,0.465653+1.188732i,-0.04608331-0.3233977i,-0.8377326+0.384404i,1.101546+0.7531778i,-1.587903+0.4426021i,-0.1512256+0.7185621i,0.1422723-0.5747315i,0.4669155+0.5179778i,1.086712-0.3616447i,0.04509332+0.2822288i,-0.5129106-0.7715275i,-0.6076487+0.3051966i,-0.6689023-0.2500628i,-0.6531827-0.157631i,-0.2333337-0.09214932i,0.4983098+2.146096i,0.473487-0.1072928i,0.4858952+0.302507i,0.003469883-0.1365656i,0.753226+0.2260821i,-0.5551419+0.6835145i,0.5008574-0.8867036i,-0.382892+0.2992623i,0.9914069-0.9593387i,-0.08697771-0.8480112i,0.87813+0.2318332i,-0.03850983-0.1001149i,-0.8898612+1.046194i,0.4680091+0.7687968i,-0.3041767-0.6269539i,-0.1159419-0.7243876i,0.03558905-0.3406823i,-0.7607272+0.890746i,-0.4820069-0.4746481i,-0.7577873+1.03474i
-0.172545-0.1766212i,-0.1718808-1.214993i,-0.5394782+0.1731441i,0.5157402+0.1693802i,-0.4096935-0.4711834i,-0.6182743+0.6061584i,0.8202775-0.9684524i,0.6396852-0.9554185i,-1.164211-0.9403933i,0.004182991-0.1782883i,-0.1014684+0.6942316i,-0.6345218-0.3152488i,-0.2435579-0.1962174i,2.324724+0.03640994i,0.2113266-0.5872784i,-0.1349527+0.1831807i,-1.660432+1.099926i,-1.454716+0.9199072i,-0.8344092-0.2207897i,-0.1720003-0.1827198i,-0.6166754-0.4046741i,-0.2976868+0.4760233i,-0.8131343-0.1574526i,0.155622-0.3565295i,-0.05412093-0.07351632i,-1.59188-0.5930594i,-0.7788226-0.5716067i,0.4528718-0.1361144i,0.2057274+0.4332156i,0.8875177+0.0930462i,-0.3525033-0.9421276i,-0.04879412+0.05779169i,-1.061904+0.008065607i,0.2554668+0.3343306i,0.2659216-0.1696012i,-0.7169576+1.094795i,0.8192993+0.1206956i,-0.7501085+1.232358i,0.9364585-0.1171316i,-0.6293269+0.06916268i,-0.7562829-0.07631084i,0.5831063-1.230481i,-0.5426839+0.7803031i,-0.2034862+0.7565224i,1.201944-0.01035292i,0.3621366+0.5183173i,-1.046518-0.847783i,-0.3819572+0.2175798i,-0.07206373-0.5786147i,0.3830009+0.5914375i,1.536076-0.1975852i,1.12435-0.8551956i,0.1327311-0.4090582i,-0.6228076-0.7393823i,-0.1486603+1.372033i,0.8457623+2.188332i,-0.4247165-1.759407i,0.1069782+0.1090533i,-1.445886-0.4065703i,0.07625683-0.2507425i,1.191314+0.5531661i,0.9608491+0.3692254i,-0.5020639-0.7237648i,0.6419399+1.25161i
-1.999842-1.64606i,-0.2476913-0.7642306i,-0.6275981+0.7397881i,-0.2022455-0.8641791i,0.2061145-0.01453326i,-0.4810729-0.665416i,-0.1024733-0.7755177i,-0.1513972+1.660256i,-1.143429-0.9404916i,0.2133385+0.1762814i,-0.3902606+0.3254073i,0.3863552+0.1955602i,-1.176259+0.3275394i,0.8206665-1.155264i,1.296044-0.5859849i,0.6176078-0.2918741i,0.6921865+0.7279127i,0.4134655+0.2947313i,-0.5047935-0.67555i,0.6182937-0.05019483i,0.4339317+0.3402804i,-0.6734656+0.03935704i,0.4412787-0.9379947i,1.200203+0.1201673i,0.5984466+1.623599i,0.08723697-1.600415i,1.269125-1.118019i,-0.1562085+0.4614292i,0.005873781-0.6760812i,0.2465671-0.03299559i,-0.3648687+1.063135i,0.1166244+0.4487684i,0.2620839-0.3290945i,-0.3475592-0.4636815i,-0.3121652-0.5770677i,-0.5891986+0.02798773i,0.06442141-0.1650175i,0.4700369+0.7997572i,-0.7516047+0.9359365i,0.9469807+0.6978478i,1.034604-0.9200082i,-0.1367161+1.375295i,0.004533274-1.352411i,-0.1281827-0.6453527i,-0.04660147-0.9350752i,1.891606+0.2236595i,0.3448595+1.205549i,0.4016671-0.5870958i,-0.0329423-0.6416177i,-0.3974853+0.2353215i,1.450619-0.7737346i,-0.3302137-0.7051454i,-1.057855-0.06924902i,-0.5553621-0.2073624i,0.1020268-0.1620761i,0.3895949+0.4411786i,0.3013344+0.2130866i,0.3047388-0.1413579i,0.2926181-0.3780167i,0.3116297+0.3535152i,-0.1005179+0.4266066i,0.5891621-0.2121675i,-1.139301-0.03775306i,0.8039809-0.347057i
0.7475232+1.147779i,-0.4631709+0.1975493i,-0.3156832-0.5188681i,-0.0118507+1.163791i,-0.5066733+0.3223179i,0.2617538-0.5724195i,-0.2425406+1.001179i,0.7787001-0.1574491i,0.4193945-0.8083372i,-0.2577643-0.06572969i,-0.1711663-0.9272949i,-0.06453045-0.2165049i,0.1393705-0.7506281i,1.579874-0.4336456i,1.16019+0.8771782i,0.8922572-0.3704298i,-0.7154905-0.4827936i,-0.3784797+0.1751341i,-0.3084119+0.7039838i,-0.7708092-0.7149874i,-0.1609418-0.770867i,-0.1313691+0.3519278i,-0.8724576-0.1606781i,0.7728493-0.1406518i,0.8043076-0.9943491i,0.4237068+0.9512854i,0.2120817+0.3570297i,-0.5625306+0.09035151i,0.6130353-1.175621i,0.09340232+0.4250339i,-0.2693527-0.5327802i,0.9964598-1.469494i,-1.729115-0.3674898i,0.7518321-0.222574i,0.8220444-1.052485i,0.7202125-0.3676313i,0.387412+0.8779394i,0.8195664+0.7326446i,0.8859503+0.7826666i,0.5271491+0.1313708i,-0.3431877-1.63934i,0.178158+0.4006471i,0.1361204-0.4512579i,-0.7914984+1.013673i,0.5585094-0.2250636i,-0.2489787-0.7447786i,0.7129615+0.4657905i,0.7745476-1.087845i,0.3871306-1.158808i,-0.5049909+0.04662479i,0.1362334+0.4221373i,0.9548171-0.5933636i,0.09435347-1.043956i,0.2649785-0.2677436i,0.00248963+1.013533i,-0.4905188-0.1761194i,0.7249918+0.3140883i,-0.4966314-0.4279199i,-0.8046837+0.9957205i,0.6059175-0.3800883i,0.1546973+0.16782i,1.620286-0.2055709i,1.030252+0.1523091i,0.9601249-0.5456659i
-0.1674162-0.962549i,-0.1006581+0.6268221i,-0.5935202-0.4215571i,0.5300371+0.359529i,1.07183+1.441438i,0.9716513-1.144228i,1.75274-0.1409964i,0.1054977+0.1862797i,1.206638+0.2148875i,0.3349564-0.6208505i,-0.1570495+1.317184i,0.5129402-1.393586i,-0.623708+1.190695i,-1.17716+0.4166801i,-0.3225085-0.4968844i,-0.5738828-0.4695521i,0.07721709+0.5021502i,0.5166032+0.06640796i,0.2684501+0.4712257i,0.7110198+0.1771365i,-0.2895826-0.6736984i,-0.4322026+0.6157788i,0.2226735+0.1715488i,-0.4604611-0.02930955i,0.6278123-0.8496038i,-0.6239671+1.416505i,-0.1597219-0.2135375i,0.306649+1.599409i,1.089679-1.078174i,-0.7948112+0.409477i,-0.4880759+0.1395079i,0.6425542+0.6622286i,0.3350472-0.3898168i,0.2141104+0.7747341i,0.6678158-0.7102738i,-0.3470415-0.6075454i,0.6214247+1.584528i,0.5214644+0.6589255i,0.9658813-1.868778i,0.2224948+0.6042543i,-0.8466482-0.2133122i,1.245778-0.5155903i,-0.1109599+0.818071i,1.469302+1.003941i,1.312805-0.3212717i,-0.05455917-0.4945026i,0.2479506-0.3515231i,-0.4245416-0.1663974i,-0.6553947+0.2032591i,0.1583929+0.2710625i,-0.4321759+0.5758769i,1.369426-0.2034138i,0.1425699+0.08045933i,-0.4570561+0.9672653i,-0.2964493-0.5920346i,-1.521152+0.08630423i,0.2796669+0.877432i,0.2548903+0.7965986i,0.3404751-0.719033i,-0.1358889+0.1850735i,0.3055325-1.365413i,0.5275062-0.7898311i,-0.6343082-0.401972i,-1.172341-0.6122117i
-0.1441502-1.038988i,0.8213633+0.0183706i,-0.5048037-0.1392159i,-1.223181-0.3127967i,1.193844-0.9312034i,-0.6342387+0.5508632i,0.3023005+0.3286301i,-0.9820647-0.3889628i,0.4097374-0.2354473i,-0.1863623+0.6497439i,-0.5941334+0.3770941i,-0.02263538-0.5344331i,-0.2698619+0.5531318i,-0.4260055-0.7079965i,-0.1865616-0.6943361i,-0.1590568-0.1926119i,0.6732353-0.03107631i,0.2378933+0.2253684i,0.3531352+0.6878076i,0.9688312-0.3584218i,1.335385-0.493195i,-0.6116384-0.5322976i,0.4660704-0.3647821i,0.7342032+0.5530619i,0.789403-0.5208833i,0.0954317-0.04249232i,0.2900946+0.5365469i,1.525138+0.04596901i,-1.425884+0.3781306i,0.1332309+1.653297i,-0.3479664+1.261092i,-1.061287-1.472797i,-0.1880926-1.425111i,-0.2350414-0.8666587i,0.4955449+0.1070241i,-0.2848094-0.6292426i,1.004116+0.7608633i,-0.5619572-0.6312044i,-0.01684644-1.097976i,-0.8319116+0.9186463i,-0.6520579+0.5304449i,-0.58636-0.52564i,-0.04504636+0.2403249i,0.6746518-0.856527i,-1.477164+1.030758i,-0.4350098-0.1713216i,-0.02160275-0.1705748i,0.5692868-0.6073856i,-0.4302681+0.1510154i,0.3627362-0.5345834i,-0.09405707+0.4852949i,-0.2171322-0.7395324i,-0.6766131-1.11295i,1.054914+0.3863336i,0.6104088-0.6845465i,0.8729019+0.6458687i,-1.263597-0.4641038i,0.08631613-0.5820981i,0.001896949-1.39784i,0.07787686+1.133134i,0.3087974-0.5219232i,0.5652731-1.289925i,-0.521927-0.2025512i,0.4673164-0.1145412i
1.45955+0.3708507i,-0.6022543-0.03869152i,-1.009025-0.9437619i,0.8564895+0.3487799i,-1.200216-0.1902068i,0.5891194-0.09873596i,-0.118653-0.6427777i,0.3951622-0.2319377i,-1.509455-0.5838262i,0.6967335+0.1102292i,-0.08539417+0.7727209i,-0.2211064-0.1436228i,0.1125771-0.01889237i,-0.7032795-0.03252873i,-0.6385297+0.3737459i,-0.6760015-0.2322155i,-0.2252247-0.3918584i,-0.340544-1.207269i,0.7050896+0.5099213i,-0.918265-0.06563508i,0.2076876-0.9036304i,-1.037592+0.2887987i,0.04901379+0.2063911i,-0.1586596+0.4072584i,-0.4597283+0.1967927i,-0.01549578-0.9897048i,-0.1507016-1.189682i,1.121924+0.3699344i,-0.8219473+0.09013467i,0.02192166-0.5928819i,-0.7449039+1.853281i,1.274883-0.7940528i,0.3851389+0.8948721i,-0.6633204+0.1788377i,0.2892766+0.06649295i,0.0321312-0.7567879i,0.6309958-0.5122918i,1.431584+0.7443448i,0.04831134+0.2721498i,0.5281497+0.777976i,-1.564155+0.2641549i,-0.4409971+0.3371608i,0.5631806-0.2843596i,0.1702094+0.185563i,0.7124764-0.7304341i,0.6482658+0.08069303i,0.3310956+0.8640407i,-0.8837877+0.9772944i,0.3331283+0.5741591i,8.986249e-05-0.3946151i,-0.6118278+0.2731473i,-0.5237446+0.7105722i,-0.7583111+0.860799i,-0.2075301-0.3369143i,-0.7483753-0.4867655i,0.08572957-1.178968i,0.02715548+0.09429967i,1.247726-0.1765298i,0.2396201+0.0820571i,-0.9861374+0.170304i,0.1353427+0.2171255i,1.021328+0.1466084i,-0.1340075+0.121115i,-0.7929893-0.5429094i
0.8795196-1.804567i,0.4877217-0.3514319i,0.3995308+0.7564903i,-1.208411+0.8466732i,-0.8728959-0.26969i,0.9222444+0.2811865i,-0.4302145+1.184732i,0.5587927+0.1553487i,1.484575+1.189567i,0.3043664-0.3012824i,0.4479966-0.2353298i,-1.201931-1.319582i,0.1335581+1.396664i,-0.8883202+0.05053203i,-0.4147917+0.5514475i,-0.2965941-0.9720652i,0.2303865-1.052848i,1.35433+0.4340954i,-0.4252449-0.4299122i,-0.05272459+0.3772454i,0.3879399-0.08324835i,-0.4504411+0.6039007i,-0.6356906-1.079222i,-0.2012546+0.2374553i,0.425958+0.5275646i,-1.221004-1.441375i,-0.688583+0.2165336i,-0.8253235+0.3277428i,-0.02555086-0.5922648i,-1.006677+0.5240029i,0.3312352+0.256144i,-0.9465901+0.6131036i,1.298164-0.6492323i,-0.2897292-0.3970521i,-0.2445352+0.515554i,0.6143565+0.03922926i,0.4572251+1.405049i,-0.4066975-0.03379811i,-0.7505766-0.8292018i,-0.8769676-1.232137i,0.5275568-2.025393i,-0.1506875+0.6636431i,0.8832104+0.3090471i,0.172366+0.419489i,-0.7683115+0.55945i,0.7078686+0.9572872i,-1.364879-0.5725206i,0.7878062+1.807404i,-0.3334498+0.6682963i,-0.03718669+0.2966567i,-0.06410501+1.241577i,-0.4930402-0.5636706i,-1.081082+1.10508i,-1.33546-0.8220035i,-0.6739504-0.2275559i,1.825529+0.6703438i,0.925604+0.3097265i,-0.4160669+0.1809882i,0.4258381-0.1041589i,-0.09212581+0.820505i,-1.024646+0.6465319i,-0.2795719+0.6858994i,-0.1298293+0.448478i,-0.1955284+1.69011i
0.8394828-0.2570664i,0.9933264-0.8163858i,-0.2768458+0.3829526i,1.004186-0.363985i,-0.6190266+0.5812465i,0.3255517-0.9037607i,-0.07662626-0.4039964i,-0.5351321+0.1807856i,0.3409045-0.07370063i,-1.583574+0.0707813i,0.1342857-0.4161479i,0.6199947+0.1963029i,-0.06427436-0.04795383i,-1.02386+0.5821581i,0.8897445+1.049657i,0.7341806+1.339331i,0.4052946+0.07447013i,0.06152103-1.24175i,1.270899-0.6056095i,-1.034371+0.1254033i,0.4930138-0.3355567i,0.4366363-0.7877467i,0.8348191-0.1439531i,-0.4978137-0.1725355i,0.8312346-0.5742671i,-0.08725262+0.8940787i,0.7400537-0.937034i,1.06646+1.228707i,-0.05978532+1.008298i,-1.112724-0.4046459i,0.3375168-0.3360341i,-0.2947462+0.7479171i,-0.1632747-0.9368357i,-0.5087364+0.2334869i,0.802941-0.7297376i,-0.4351767+0.4596885i,-0.1925228+0.6420882i,0.36775-0.645759i,-0.2170465+1.274792i,0.05631187-0.1705565i,0.9395664-0.9012228i,-0.1001069-0.4084941i,0.5263979-1.037646i,-0.1612785+0.704154i,-1.065411-1.285591i,-0.3919657-0.4770039i,-1.291552+0.7214089i,0.3652484-0.5374037i,0.3323022-0.09870578i,-0.8303066+0.7198877i,-1.001702-1.641703i,1.513041-0.0446636i,-0.3373404-0.9990185i,0.3824709+0.04628491i,-1.287222+0.415224i,-0.437703-1.044443i,0.01365499-0.4762967i,0.05959493+0.2383847i,0.05244153+0.7339206i,-1.30407+1.674035i,-1.561082-0.9729746i,0.9042951+1.739675i,0.02975903-0.02680424i,0.06676821-0.2096165i
-0.06801919-0.1289457i,0.3078162-0.6534544i,0.0233134+0.4604371i,0.2027453+0.5089535i,-1.767676-1.944005i,-0.5381914-0.06374087i,0.2289629+0.2690145i,-0.1743421+0.2834367i,-1.027299-0.8349998i,0.8230399+1.075634i,-0.9653932+1.220221i,0.6427661+0.1007401i,-0.8810344+0.3429056i,-0.6965512+0.9678873i,0.937485+0.01181455i,0.04553567+0.3508953i,-0.2094168-0.7533196i,1.361463-0.2586434i,0.3524846-0.5990241i,-0.1243211+1.30356i,-0.7743293-0.7277402i,1.363495-1.109792i,1.507786+0.6514826i,0.03834278-0.9892085i,0.3446187+1.075343i,-0.1171136+0.08590493i,0.4491929+0.3931803i,0.5288857-0.2446427i,-0.4841197-0.462305i,0.6323146+0.6669125i,1.003221-0.1116688i,0.02860643-1.21894i,-1.050399+1.167163i,-0.468007+1.102014i,-0.215839-0.6446996i,-0.3598475-1.073015i,0.1764699-0.1299626i,0.1358159+2.404505i,-0.4766784-0.7270356i,0.1485938+0.702598i,0.04643715-1.283417i,-0.4102194+0.138526i,-1.137799+0.6276177i,-0.8085023+0.8774125i,-0.5523614-0.6222365i,-0.4655705+0.4788174i,-0.06345672-0.193576i,0.6083338+0.2034257i,0.616483+0.4449113i,0.386045-0.01996891i,0.3861454-0.5499093i,-0.3984661-0.5284944i,-1.031914-0.05001678i,-0.1082315+0.3555759i,-1.439056-0.2864122i,-0.8438168-1.13951i,1.372428+0.2082348i,-0.4502828-0.03869843i,-0.3598417+0.1324807i,-0.3089938+1.312392i,-0.8730794+1.244131i,0.03949385-0.603397i,-1.033943-0.8033496i,-0.5843334-0.4966428i
-1.274022-0.5536522i,-0.7695412+0.0733598i,-0.7764594-1.114868i,0.4105189-1.399092i,-0.8388063+0.07184887i,1.167935+1.282661i,-0.8566928+0.1732788i,-0.8740385+0.4628073i,0.5811594-0.745221i,0.4799565-0.4836283i,0.1875447-1.150353i,-0.2210979+0.4287464i,-0.0670257+0.1432409i,-1.607663+0.420447i,0.3308966+1.225376i,-0.04821727+0.7122312i,0.6646857-0.001257182i,0.7982171+0.993058i,-0.749195-1.09948i,-0.3393389-0.5122246i,-0.6696118+0.8590909i,0.5131516-1.047889i,-0.3911287-0.6524383i,-0.5675887-0.7089043i,-0.293337-0.5726799i,-1.363845-0.7562108i,0.5005677-1.499657i,1.056216-0.8087121i,0.6135472-0.2193718i,-1.220371-0.8684722i,0.4920052+0.1473098i,-0.08303775+1.05346i,-0.6095992+1.165371i,-0.2646475+0.9494593i,0.1436094+0.8973466i,0.6167465-0.5577822i,-0.06862653+0.2584635i,0.3280888+0.83241i,0.9663303-0.8962204i,0.3435141+0.1925004i,1.246701-1.456624i,0.4443864+0.1917884i,-0.2101722+0.2828906i,-0.1755909+0.2598082i,0.7051071+0.1386815i,-0.5912855-0.1570404i,-0.6309283+0.2067961i,0.4931949-0.02044096i,0.2595513-0.09596128i,-1.019756-1.009884i,0.7899609-1.884215i,0.736259-0.334612i,-0.1634036-1.184333i,-0.08640637+0.08123586i,1.254872+0.2845096i,0.2194259-1.023148i,-1.188549+1.247965i,0.3623518+0.6667595i,-0.05294115+0.8919346i,0.3392779-1.105551i,0.7883754-0.4060689i,0.8182469+0.04411479i,-0.6868451-0.1479837i,-0.2309163+0.05949009i
-0.3601605-0.3462628i,0.7716805-1.486791i,0.4729265+0.05237145i,-0.04641794-0.505363i,-0.2943514-0.4594287i,1.131566-1.365606i,0.6916413+1.39091i,-0.04837085-0.2327203i,-0.4839118-0.177543i,-0.6680225+1.006101i,-0.9897352-0.06145139i,0.7121994+0.01535054i,0.5250461+0.6196991i,0.4880842-0.9761755i,-0.137676-0.6507328i,1.477596-0.1016494i,0.4043234+0.107823i,-0.6027278+1.434074i,0.6509728-0.1743113i,0.4284029+0.1106268i,1.264971-0.5279996i,-0.1260454+0.007609777i,-0.5393813+0.3441441i,0.8151339+1.27017i,0.06769511+0.8202937i,-0.9488884+0.8166181i,0.5175965-0.3463866i,0.1718557+0.03104802i,0.7023609+0.3522727i,-0.1229996+1.099293i,-0.09429842-1.040757i,-1.20304-0.7380978i,-0.2458489+0.4537017i,-0.3033539+0.9837287i,-0.7415494+0.2604667i,0.9178779+0.5488947i,0.2597691-1.645612i,-0.4542613-0.4746614i,-0.08991514-0.4706312i,-0.8180312-0.1952126i,-0.3661249-0.9665798i,-0.9405972+0.303578i,1.007806+0.08238111i,-0.4105496+0.3665529i,-1.03723+0.1445924i,1.461613+0.4256752i,-0.06216618+1.190374i,0.5028242-0.2367881i,0.05811208+0.1736339i,0.3056273+0.5681762i,-0.5690802-0.127995i,0.336369-0.01710748i,-0.01620029+0.1233314i,-0.7228231-0.2364295i,0.2516862-0.4586486i,0.2871625+2.081202i,1.802605+0.288736i,0.2591051+0.141793i,0.7354087-0.8723107i,0.227791-0.2354991i,0.5571331-0.5251968i,0.3878364-0.3126354i,1.544133-0.3768941i,0.5174667-0.6049203i
0.03625378-0.7184412i,1.203838+0.4017828i,-0.2769077+0.00556408i,-0.3042542-1.124364i,-1.498456-0.003945715i,0.3398467+0.3754977i,0.1540022-0.3124275i,0.8021255+0.3086225i,0.4143457+0.117406i,0.04878687-1.306973i,0.7870024-0.4415217i,0.2497116-0.3531689i,-0.6853274-0.5184407i,-1.442005+0.1834893i,0.4011228+0.8413349i,-1.083857+0.7590637i,1.250451-0.6396146i,0.4254304-1.117047i,-0.4758769-0.1702312i,-1.475285-0.1563486i,0.07764184-0.4444171i,-0.1846467-0.2562478i,-1.887851-0.1870996i,0.1895933-0.1120728i,0.04235251+1.486508i,-0.5249044+0.0177422i,-0.9002233-0.5035885i,0.04626345+0.007688055i,-0.3930547-0.5657754i,-0.6149917+0.01683754i,-0.6606587-0.2767729i,-0.003915973-0.8689167i,0.6991308+0.7476832i,-0.232404-0.3450527i,0.07465784+0.4987261i,0.8196571-0.3024604i,0.8882069-0.5407267i,0.6149334-0.6164797i,-1.459337-0.6715022i,-0.6622968+0.08997799i,-0.3180645-0.3516032i,-0.7633368-0.1238912i,0.0893311+0.1824552i,-0.2867396+1.458777i,-0.3092926+0.2549112i,-0.7549981+0.9508904i,1.019974+0.6008093i,0.8801262+0.1881112i,0.1716564-1.564204i,1.158844+0.07816982i,1.502741-0.9956936i,-0.2038499-0.5138223i,-0.2432015+0.9719474i,-0.6103692+0.04591638i,-0.06441254-0.6857472i,0.2029871+0.2707207i,-0.4660149-0.2588128i,0.3328516-0.9723474i,-0.1925283+1.542935i,0.5228909+0.004748497i,-0.02228099+0.5891733i,-0.4022226-0.212997i,-0.2980246+0.6813695i,-0.01948053+0.7167827i
0.03249281-0.950934i,-1.257324+1.494358i,0.4249034+0.6987072i,-0.9102728+0.384093i,0.1574142+0.01997193i,0.5719902-1.058153i,-0.1340961+0.6306177i,0.1383454+0.3162933i,0.5335706-0.5275226i,-0.8801978+0.8382742i,-0.1049406+0.4667323i,0.5394173+0.8670648i,0.3407373-1.059497i,-0.1482906+0.9444188i,-0.4419401-0.9790167i,0.3308065+0.2909489i,0.2444535+0.9921684i,-0.9001175-0.4043978i,-0.2841938-0.3111474i,-0.1887463+0.292152i,-1.032381-0.1506385i,0.9363661-0.3949561i,-0.1531896-0.4668589i,0.3469568+0.4914932i,-0.4210662+0.7086165i,-0.9716201+0.2746061i,-0.02357265-0.5554962i,-0.7471535-0.2791667i,0.3081021+0.5345635i,0.3215871+0.2731677i,-0.1325189+0.3672981i,-0.3552492+0.01002556i,0.9276772+0.7594075i,0.08873668+0.4133125i,-0.2980026-1.382882i,1.243056+0.1484509i,0.1325337-1.384648i,1.630835-0.3987526i,0.6513653+0.09271547i,-0.5835117-0.6081142i,-0.8892804+0.9939212i,0.6178155+0.348987i,0.02285568-1.317618i,0.6304296+0.01650165i,0.4609329+0.855882i,0.3101284-0.4942897i,-0.420242-0.2106687i,0.6874159-0.5918208i,-0.1336485-1.475911i,0.8190168+0.5451179i,-0.8998171-0.1576022i,0.1419097+0.03196339i,-0.3169364+0.6480706i,1.072964-1.21711i,0.02940388-0.01948488i,-0.06367733+0.01418423i,0.2591211+0.2573166i,-0.5826356-0.4450932i,0.4795817-0.7775533i,0.3646704+0.4877135i,0.3031982-0.6009699i,-0.7919834-0.131179i,-0.6200421+0.5951728i,-0.265132-0.2590925i
